file	line	key	kind	burmese	english	reviewer_fix	notes
src/content/pack.ts	297	how	app voice (plain Burmese)	အရေးပေါ်ဖိအားက သင့်ကို တွေးချိန်မပေးဘဲ လုပ်ဆောင်ခိုင်းတယ်။ အချိန်ကန့်သတ်ချက်၊ “ချက်ချင်း”၊ ခြိမ်းခြောက်မှုတို့က ကြောက်စိတ်ကို နှိုးဆွပြီး ဆင်ခြင်တုံတရားကို ပိတ်ပစ်တယ်။	Urgency makes you act before you think — a countdown switches off judgement.		
src/content/pack.ts	298	tell	app voice (plain Burmese)	တကယ့် ဘဏ်က အချိန်ရေတွက်ပြီး မလုပ်ခိုင်းဘူး။	A real bank never gives you a countdown.		
src/content/pack.ts	299	practice	IN-WORLD (keep formal)	ယနေ့ည ၁၂ နာရီမတိုင်မီ အတည်မပြုပါက ဆုမဲ ဆုံးရှုံးပါမည်။	Confirm before midnight tonight or lose your prize.		
src/content/pack.ts	300	carry	app voice (plain Burmese)	အမြန်လုပ်ခိုင်းရင် ခဏရပ်။ အရေးပေါ်ဆိုတာ လှည့်ကွက်တစ်ခု ဖြစ်နိုင်တယ်။	If it rushes you, pause — urgency itself is the trick.		
src/content/pack.ts	301	title	app voice (plain Burmese)	အတုအယောင် အာဏာ	t1-authority		
src/content/pack.ts	302	meet	app voice (plain Burmese)	MPT အသိပေးချက်	system · now		
src/content/pack.ts	302	meet	app voice (plain Burmese)	အစိုးရ တရားဝင် အသိပေးချက် — သင့် SIM ကို ချက်ချင်း ပြန်လည် မှတ်ပုံတင်ပါ။	Official govt notice — re-register your SIM immediately.		
src/content/pack.ts	303	how	app voice (plain Burmese)	ရာထူး၊ တံဆိပ်၊ တရားဝင်ဟန်တို့က ယုံကြည်မှုကို အလိုအလျောက် ရစေတယ်။ ဒါပေမဲ့ ၎င်းတို့ကို အလွယ်တကူ တုပလို့ရတယ်။	Titles and logos manufacture trust — and they are easy to fake.		
src/content/pack.ts	304	tell	app voice (plain Burmese)	ရာထူးနဲ့ တံဆိပ်က အလွယ်တကူ တုလို့ရတယ်။ နာမည်ကို သီးခြား စစ်ကြည့်ပါ။	Titles and logos are easy to fake — verify the name separately.		
src/content/pack.ts	305	practice	IN-WORLD (keep formal)	ဘဏ်မှ ဝန်ထမ်း ဖြစ်ပါသည်။ သင့် PIN ကို အတည်ပြုပေးပါ။	I am from the bank. Please confirm your PIN.		
src/content/pack.ts	306	carry	app voice (plain Burmese)	တံဆိပ်ကို မယုံနဲ့၊ လူကို စစ်ပါ။ တရားဝင်ဟန်ဆောင်တာ လွယ်တယ်။	Don't trust the badge — check the person behind it.		
src/content/pack.ts	307	title	app voice (plain Burmese)	စိတ်လှုပ်ရှား ဆွဲဆောင်မှု	t1-emotion		
src/content/pack.ts	308	meet	app voice (plain Burmese)	ဂုဏ်ယူပါတယ်! သင် iPhone ဆုမဲ ပေါက်ပါပြီ။ အခုပဲ လာယူပါ။	Lucky Draw		
src/content/pack.ts	309	how	app voice (plain Burmese)	ဝမ်းသာမှု၊ ဒေါသ၊ ကြောက်ရွံ့မှု ပြင်းထန်စွာ ဖြစ်လာချိန်တွင် ဆင်ခြင်မှု ကျဆင်းတယ်။ ခံစားချက်ကို လှုံ့ဆော်ခြင်းက လှည့်ကွက်တစ်ခုဖြစ်တယ်။	Strong feeling lowers your guard — that spike is the point.		
src/content/pack.ts	310	tell	app voice (plain Burmese)	စာတစ်စောင်ဖတ်ပြီး ရုတ်တရက် ဒေါသထွက်သွားတာ၊ ကြောက်သွားတာ ဖြစ်ရင် ခဏရပ်လိုက်ပါ။	If a message suddenly makes you angry or afraid, pause.		
src/content/pack.ts	311	practice	IN-WORLD (keep formal)	ဒီပုံကို မျှဝေမှ တိရစ္ဆာန်လေးကို ကယ်နိုင်မယ်!	Share this photo or the animal dies!		
src/content/pack.ts	312	carry	app voice (plain Burmese)	ခံစားချက် အပြင်းဆုံး ဖြစ်စေတဲ့ စာက အသံသယ အဝင်ဆုံး ဖြစ်သင့်တဲ့ စာ။	The message that stirs the most feeling deserves the most doubt.		
src/content/pack.ts	313	title	app voice (plain Burmese)	ပြင်ဆင်ထားတဲ့ ပုံ/သံ	t1-doctored		
src/content/pack.ts	314	meet	app voice (plain Burmese)	ဒီဓာတ်ပုံက အခုမှ ပေါက်ကြားလာတာ။ သက်သေ အခိုင်အမာပဲ။	News share		
src/content/pack.ts	315	how	app voice (plain Burmese)	ဓာတ်ပုံ၊ ဗီဒီယို၊ အသံတို့ကို ပြင်ဆင်ဖန်တီးနိုင်ပြီ။ ပုံတစ်ပုံတည်းက သက်သေ မဟုတ်တော့ပါ။	Images, video and audio can all be edited now — one image is not proof.		
src/content/pack.ts	316	tell	app voice (plain Burmese)	ပုံ တစ်ပုံတည်းနဲ့ မယုံပါနဲ့။ မူရင်းကို ရှာပါ။	Don't trust one image alone — look for the original.		
src/content/pack.ts	317	practice	IN-WORLD (keep formal)	ဒီ screenshot က သူ ပြောခဲ့တာ သက်သေပဲ။	This screenshot proves what they said.		
src/content/pack.ts	318	carry	app voice (plain Burmese)	ပုံတစ်ပုံ = သက်သေ မဟုတ်ဘူး။ မူရင်း ဘယ်မှာလဲ မေးပါ။	One image is not proof — ask where the original is.		
src/content/pack.ts	319	title	app voice (plain Burmese)	အတု ကျွမ်းကျင်သူ	t1-expert		
src/content/pack.ts	320	meet	app voice (plain Burmese)	ဆရာဝန်တစ်ဦး အနေနဲ့ ဒီဆေးကို အာမခံပါတယ်။	Dr. Health		
src/content/pack.ts	321	how	app voice (plain Burmese)	ကျွမ်းကျင်သူဟန် ဆောင်ခြင်းက ယုံစေတယ်။ တကယ့် ကျွမ်းကျင်သူဆို စစ်ဆေးလို့ရတဲ့ အထောက်အထား ချန်ထားတယ်။	Posing as an expert buys belief; a real one leaves checkable evidence.		
src/content/pack.ts	322	tell	app voice (plain Burmese)	တကယ့် ကျွမ်းကျင်သူဆို စစ်ဆေးလို့ရတဲ့ အထောက်အထား ရှိတယ်။	A real expert leaves evidence you can check.		
src/content/pack.ts	323	practice	IN-WORLD (keep formal)	ပါမောက္ခတစ်ဦးက ဒါကို သိပ္ပံနည်းကျ သက်သေပြပြီးပါပြီ။	A professor has scientifically proven this.		
src/content/pack.ts	324	carry	app voice (plain Burmese)	ဘွဲ့ကို မယုံနဲ့၊ အထောက်အထားကို တောင်းပါ။	Don't trust the title — ask for the evidence.		
src/content/pack.ts	325	title	app voice (plain Burmese)	အကြောင်းအရာ လွဲ	t1-context		
src/content/pack.ts	326	meet	app voice (plain Burmese)	ယခုပဲ ဖြစ်နေတာ! ဒီဗီဒီယိုကို ချက်ချင်း ကြည့်ပါ။	Breaking		
src/content/pack.ts	327	how	app voice (plain Burmese)	ပုံ မှန်ပေမဲ့ ဇာတ်လမ်း လွဲနေတတ်တယ်။ ဟောင်းတဲ့ ပုံ/ဗီဒီယိုကို အသစ်လို့ ပြန်တင်လေ့ရှိတယ်။	The image can be real but the story wrong — old media is re-posted as new.		
src/content/pack.ts	328	tell	app voice (plain Burmese)	ပုံ မှန်ပေမဲ့ ဇာတ်လမ်း လွဲနေတတ်တယ်။ ဘယ်ကလဲ မေးပါ။	The image can be real but the story wrong — ask where it is from.		
src/content/pack.ts	329	practice	IN-WORLD (keep formal)	ဒီဓာတ်ပုံက ကျွန်တော်တို့မြို့မှာ မနေ့က ဖြစ်ခဲ့တာ။	This photo is from our town yesterday.		
src/content/pack.ts	330	carry	app voice (plain Burmese)	ဘယ်၊ ဘယ်တုန်းက ဆိုတာ မေးပါ။ ပုံမှန်ပေမဲ့ နေရာ/အချိန် လွဲနိုင်တယ်။	Ask where and when — a real photo can still be from another time.		
src/content/pack.ts	331	title	app voice (plain Burmese)	အသံ ပုံတူ (Voice clone)	t2-voice		
src/content/pack.ts	332	meet	app voice (plain Burmese)	သား	call · now		
src/content/pack.ts	332	meet	app voice (plain Burmese)	“အမေ၊ သားပါ။ အရေးပေါ် ငွေလိုနေလို့ အခု လွှဲပေးပါ။” — အသံက တကယ့် သားနဲ့ တူ။	Mum, it’s me — I need money now.		
src/content/pack.ts	333	how	app voice (plain Burmese)	AI က အသံနမူနာ စက္ကန့်အနည်းငယ်နှင့် မည်သူ့အသံကိုမဆို ပုံတူ ဖန်တီးနိုင်ပြီ။ ကြားရုံနဲ့ ယုံလို့ မရတော့ပါ။	AI can clone a voice from seconds of audio. Hearing is no longer believing.		
src/content/pack.ts	334	tell	app voice (plain Burmese)	အသံက ငွေတောင်းရင် ဖုန်းချ၊ သိပြီးသား နံပါတ်ကနေ ပြန်ခေါ်ပါ။	If a voice asks for money, hang up and call back on a number you already trust.		
src/content/pack.ts	335	practice	IN-WORLD (keep formal)	“အဖေ ဆေးရုံရောက်နေတယ်၊ အခု ငွေလွှဲပါ” — မသိတဲ့ နံပါတ်က ဖုန်း။	Dad is in hospital, send money now		
src/content/pack.ts	336	carry	app voice (plain Burmese)	အသံကို ပုံတူ ဖန်တီးလို့ရပြီ။ ငွေကိစ္စဆို သိပြီးသား နံပါတ်ကနေ အတည်ပြုပါ။	Voices can be faked now — for money, always confirm on a number you know.		
src/content/pack.ts	337	title	app voice (plain Burmese)	Deepfake ဗီဒီယို	t2-deepfake		
src/content/pack.ts	338	meet	app voice (plain Burmese)	ခေါင်းဆောင်တစ်ဦး ကြေညာနေသည့် ဗီဒီယို — သဘာဝကျကျ ဟန်ပန်နှင့်။	Official clip		
src/content/pack.ts	339	how	app voice (plain Burmese)	မျက်နှာ/နှုတ်ခမ်း လှုပ်ရှားမှုကို AI က ပြောင်းလဲနိုင်ပြီ။ ဟောင်းတဲ့ လက္ခဏာ (မျက်တောင် မခတ်ခြင်း) အချို့ ပျောက်သွားပြီ။	AI can alter faces and lips; some old tells (no blinking) have stopped working.		
src/content/pack.ts	340	tell	app voice (plain Burmese)	တစ်နေရာတည်းက ဗီဒီယိုကို မယုံနဲ့။ ယုံရတဲ့ သတင်းရင်းမြစ်မှာ ပြန်ရှာပါ။	Don't trust a lone video — look for it on a source you already trust.		
src/content/pack.ts	341	practice	IN-WORLD (keep formal)	ဒီ ဗီဒီယိုမှာ သူ အဲဒါ ပြောတာ ကိုယ်တိုင် မြင်ရတယ်။	I saw them say it myself in this video.		
src/content/pack.ts	342	carry	app voice (plain Burmese)	မြင်ရုံနဲ့ မယုံနဲ့။ တခြား ရင်းမြစ်မှာ တွေ့မှ ယုံပါ။	Seeing is not believing — confirm it on another source.		
src/content/pack.ts	343	title	app voice (plain Burmese)	AI ရေးသား စာသား	t2-aitext		
src/content/pack.ts	344	meet	app voice (plain Burmese)	ချောမွေ့ ပြေပြစ်တဲ့ ကျန်းမာရေး အကြံပြုချက် ရှည်လျားစွာ — အမှားအယွင်း တစ်ခုမှ မရှိသလို။	Health tips		
src/content/pack.ts	345	how	app voice (plain Burmese)	AI က ချောမွေ့တဲ့ မြန်မာစာကို အလွယ်တကူ ရေးနိုင်ပြီ။ ချောမွေ့မှုက မှန်ကန်မှုကို မဆိုလိုပါ။	AI writes fluent Burmese easily. Fluency is not credibility.		
src/content/pack.ts	346	tell	app voice (plain Burmese)	ချောမွေ့လို့ မှန်တာ မဟုတ်ဘူး။ ဘယ်သူ ရေးတာလဲ၊ အထောက်အထား ရှိလား မေးပါ။	Polished does not mean true — ask who wrote it and what backs it.		
src/content/pack.ts	347	practice	IN-WORLD (keep formal)	ဒီ ဆောင်းပါးက အရမ်း professional ဆန်တယ်၊ ဒါကြောင့် မှန်မှာပါ။	This article reads so professionally, so it must be true.		
src/content/pack.ts	348	carry	app voice (plain Burmese)	လှပတဲ့ စာလုံးတွေက သက်သေ မဟုတ်ဘူး။ ရင်းမြစ်ကို မေးပါ။	Beautiful writing is not evidence — ask for the source.		
src/content/pack.ts	349	title	app voice (plain Burmese)	သတင်း ဘယ်ကလာသလဲ	t3-source		
src/content/pack.ts	350	meet	app voice (plain Burmese)	“တစ်ဦးက ပြောတယ်” ဆိုပြီး ရင်းမြစ် မဖော်ပြဘဲ ဝေမျှထားတဲ့ ပို့စ်။	Shared post		
src/content/pack.ts	351	how	app voice (plain Burmese)	သတင်းတိုင်းမှာ ဖန်တီးသူ၊ ရန်ပုံငွေ၊ ရည်ရွယ်ချက် ရှိတယ်။ “ဘယ်သူ ပြောတာလဲ၊ ဘာကြောင့်လဲ” မေးခြင်းက ပထမ အဆင့်။	Every message has a creator, funding and motive — ask who and why first.		
src/content/pack.ts	352	tell	app voice (plain Burmese)	ဘယ်သူ ပြောတာလဲ၊ ဘာကြောင့် ပြောတာလဲ — အရင်မေးပါ။	Who is saying this, and why? Ask that first.		
src/content/pack.ts	353	practice	IN-WORLD (keep formal)	“လူတိုင်း သိပြီးသားပါ” ဆိုပြီး ရင်းမြစ် မပြဘဲ ဝေမျှတာ။	Everyone already knows this		
src/content/pack.ts	354	carry	app voice (plain Burmese)	မဝေမျှခင် “ဒါ ဘယ်ကလဲ” လို့ တစ်ခေါက် မေးပါ။	Before you reshare, ask once: where did this come from?		
src/content/pack.ts	355	title	app voice (plain Burmese)	ကောလာဟလ ဘာကြောင့် မြန်သလဲ	t3-rumour		
src/content/pack.ts	356	meet	app voice (plain Burmese)	အမြန်ဆုံး မျှဝေပါ! မဖြန့်ရင် နောက်ကျသွားမယ်။	Urgent!!		
src/content/pack.ts	357	how	app voice (plain Burmese)	အံ့အားသင့်စေ၊ ဒေါသဖြစ်စေတဲ့ အကြောင်းအရာက ပြင်ဆင်ချက်ထက် ပိုမြန်စွာ ပျံ့နှံ့တယ်။ မှန်ကန်မှုက နှေးတယ်၊ ခံစားချက်က မြန်တယ်။	Content that shocks or angers spreads faster than the correction ever will.		
src/content/pack.ts	358	tell	app voice (plain Burmese)	အမြန်ဆုံး ဖြန့်ချင်စိတ် ဖြစ်လာရင် — အဲဒါက ဖြန့်ဖို့ ဒီဇိုင်းလုပ်ထားတာ။	The urge to share fast is exactly what it was designed to trigger.		
src/content/pack.ts	359	practice	IN-WORLD (keep formal)	အမြန် forward လုပ်ပါ၊ မဟုတ်ရင် နောက်ကျမယ်!	Forward quickly or you’ll be too late!		
src/content/pack.ts	360	carry	app voice (plain Burmese)	ကောလာဟလက ပြင်ဆင်ချက်ထက် မြန်တယ်။ ဖြန့်ခင် ခဏရပ်ပါ။	Rumours outrun corrections — pause before you spread one.		
src/content/pack.ts	361	title	app voice (plain Burmese)	သံသယ vs အယုံအကြည်ကင်းမှု	t3-skept		
src/content/pack.ts	362	meet	app voice (plain Burmese)	ကျန်းမာရေးဌာနမှ တကယ့် အသိပေးချက် — ဒါပေမဲ့ “ဘာမှ မယုံနဲ့” လို့ တုံ့ပြန်သူများ။	Real notice?		
src/content/pack.ts	363	how	app voice (plain Burmese)	သံသယက ကာကွယ်ရေး၊ အယုံအကြည် လုံးဝ ကင်းမှုက ချို့ယွင်းချက်။ အားလုံး မှားတယ်လို့ ယူဆရင် မှန်တဲ့ သတင်းကိုပါ လက်လွှတ်ရတယ်။	Skepticism protects you; believing nothing leaves you defenceless too.		
src/content/pack.ts	364	tell	app voice (plain Burmese)	အားလုံးကို မယုံတာ မဟုတ်ဘူး — ဘယ်ဟာကို ယုံရမလဲ သိအောင် စစ်တာ။	The goal is not to trust nothing — it is to know what to trust.		
src/content/pack.ts	365	practice	IN-WORLD (keep formal)	ဒီ ခေတ်မှာ ဘာမှ မယုံနဲ့တော့၊ အားလုံး လိမ်တာချည်းပဲ။	Trust nothing these days — it’s all lies anyway.		
src/content/pack.ts	366	carry	app voice (plain Burmese)	ဘာမှ မယုံတာ မဟုတ်ဘူး၊ စစ်တတ်အောင် ကြိုးစားတာ။	Don't believe nothing — learn how to check.		
src/content/pack.ts	399	body	IN-WORLD (keep formal)	သင့်အကောင့် ပိတ်ခံရမည်။ ဤလင့်ခ်တွင် ချက်ချင်း အတည်ပြုပါ။	Your account will be blocked. Confirm at this link now.		
src/content/pack.ts	400	q	app voice (plain Burmese)	ဒီစာက မင်းကို ဘာလုပ်စေချင်တာလဲ?	What does this message want you to do?		
src/content/pack.ts	401	answers	app voice (plain Burmese)	ချက်ချင်း နှိပ်ဖို့	urgency		
src/content/pack.ts	401	answers	app voice (plain Burmese)	ကြောက်အောင်	urgency		
src/content/pack.ts	401	answers	app voice (plain Burmese)	ငွေတောင်းဖို့	urgency		
src/content/pack.ts	402	check	app voice (plain Burmese)	ဘဏ်ကို သင်သိတဲ့ တရားဝင် နံပါတ်ကနေ ကိုယ်တိုင် ဆက်သွယ်ပါ။			
src/content/pack.ts	402	check	app voice (plain Burmese)	လင့်ခ်ကို မနှိပ်ပါနဲ့။			
src/content/pack.ts	402	check	app voice (plain Burmese)	တခြားသူတွေ ဒီလိုစာ ရလားလို့ မေးကြည့်ပါ။			
src/content/pack.ts	404	cant	app voice (plain Burmese)	ဒီ SMS က တကယ့် ဘဏ်ကလား မဟုတ်ဘူးလား ကျွန်တော် မသိနိုင်ဘူး။ ဖွဲ့စည်းပုံကိုပဲ ပြောပြနိုင်တယ်။	I can't know if this SMS is really from your bank — only show you how it's built.		
src/content/pack.ts	406	body	IN-WORLD (keep formal)	ဂုဏ်ယူပါတယ်! သင် ဆုကြီး ပေါက်ပါပြီ။ ယခုပဲ အချက်အလက် ဖြည့်ပါ။	Congratulations! You won a big prize. Enter your details now.		
src/content/pack.ts	407	q	app voice (plain Burmese)	ဒီစာက မင်းကို ဘယ်လို ခံစားစေချင်တာလဲ?	How does this message want you to feel?		
src/content/pack.ts	408	answers	app voice (plain Burmese)	ဝမ်းသာအောင်	emotion		
src/content/pack.ts	408	answers	app voice (plain Burmese)	ကံကောင်းသလို	emotion		
src/content/pack.ts	408	answers	app voice (plain Burmese)	အမြန်လုပ်ချင်အောင်	emotion		
src/content/pack.ts	409	check	app voice (plain Burmese)	ဆုမဲ ကြေညာချက်ကို တရားဝင် စာမျက်နှာမှာ ရှာကြည့်ပါ။			
src/content/pack.ts	409	check	app voice (plain Burmese)	ကိုယ်ရေးအချက်အလက် မပေးပါနဲ့။			
src/content/pack.ts	409	check	app voice (plain Burmese)	“ဘယ်သူ ကမကထ လုပ်တာလဲ” မေးပါ။			
src/content/pack.ts	411	cant	app voice (plain Burmese)	ဒါ တကယ့် ဆုမဲလား မဟုတ်ဘူးလား မသိနိုင်ပါ။ ဒါပေမဲ့ ခံစားချက်ကို လှုံ့ဆော်ပုံကို ပြနိုင်တယ်။	I can't know if this prize is real — but I can show how it works on your feelings.		
src/content/pack.ts	413	body	IN-WORLD (keep formal)	“မိသားစုဝင်တစ်ဦး အရေးပေါ် ဖြစ်နေလို့ အခု ငွေလွှဲပေးပါ” — အသံက ရင်းနှီးသလို။	A family member is in trouble — transfer money now.		
src/content/pack.ts	414	q	app voice (plain Burmese)	ဒါ တကယ့် သူ ဟုတ်မဟုတ် ဘယ်လို စစ်မလဲ?	How would you check this is really them?		
src/content/pack.ts	415	answers	app voice (plain Burmese)	သိတဲ့ နံပါတ်ကနေ ပြန်ခေါ်	urgency		
src/content/pack.ts	415	answers	app voice (plain Burmese)	မိသားစုကို မေး	urgency		
src/content/pack.ts	415	answers	app voice (plain Burmese)	လုံခြုံရေး မေးခွန်း မေး	urgency		
src/content/pack.ts	416	check	app voice (plain Burmese)	ဖုန်းချပြီး သင်သိပြီးသား နံပါတ်ကနေ ပြန်ခေါ်ပါ။			
src/content/pack.ts	416	check	app voice (plain Burmese)	ငွေ မလွှဲခင် တခြားသူနဲ့ အတည်ပြုပါ။			
src/content/pack.ts	416	check	app voice (plain Burmese)	အသံကို ပုံတူ ဖန်တီးလို့ရတယ် ဆိုတာ သတိရပါ။			
src/content/pack.ts	418	cant	app voice (plain Burmese)	ဖုန်းတဘက်က ဘယ်သူလဲ ကျွန်တော် မသိနိုင်ပါ။ ဒါပေမဲ့ ဘယ်လို စစ်ရမလဲ ပြောပြနိုင်တယ်။	I can't know who is on the call — but I can show you how to check.		
src/content/pack.ts	420	body	IN-WORLD (keep formal)	အခမဲ့ Diamond ၅၀၀၀! game ID နဲ့ password ကို comment မှာ ရေးလိုက်ပါ။	Free 5000 Diamonds! Drop your game ID and password in the comments.		
src/content/pack.ts	421	q	app voice (plain Burmese)	ဒီ post က မင်းဆီက ဘာ တောင်းနေတာလဲ?	What is this post asking you for?		
src/content/pack.ts	422	answers	app voice (plain Burmese)	ဘာမှ မလို	password		
src/content/pack.ts	423	check	app voice (plain Burmese)	ဘယ် game မှ password ကို comment မှာ မတောင်းပါ။			
src/content/pack.ts	423	check	app voice (plain Burmese)	ID/password ကို ဘယ်သူ့ကိုမှ မပေးပါနဲ့။			
src/content/pack.ts	423	check	app voice (plain Burmese)	တရားဝင် event ဆို app ထဲမှာ ကြေညာပါတယ်။			
src/content/pack.ts	425	cant	app voice (plain Burmese)	ဒါ တကယ့် ကမ်းလှမ်းမှုလား မသိနိုင်ပါ။ ဒါပေမဲ့ password တောင်းတာ ဘာကြောင့် အန္တရာယ်ရှိလဲ ပြောပြနိုင်တယ်။	I can't know if the offer is real — but I can show why asking for a password is dangerous.		
src/content/pack.ts	427	body	IN-WORLD (keep formal)	အိမ်မှာနေရင်း တစ်ရက် ၅၀,၀၀၀ ကျပ်! ဝင်ဖို့ စရိတ် ၁၀,၀၀၀ ကျပ် အရင် ပေးပါ။	Earn 50,000 Ks/day from home! Pay a 10,000 Ks joining fee first.		
src/content/pack.ts	428	q	app voice (plain Burmese)	ဒီ အလုပ်က မင်းကို ဘာလုပ်ခိုင်းနေတာလဲ?	What is this job asking you to do first?		
src/content/pack.ts	429	answers	app voice (plain Burmese)	ငွေ အရင်ပေး	expert		
src/content/pack.ts	429	answers	app voice (plain Burmese)	အချက်အလက် ပေး	expert		
src/content/pack.ts	429	answers	app voice (plain Burmese)	စဉ်းစား	expert		
src/content/pack.ts	430	check	app voice (plain Burmese)	အလုပ်တစ်ခုက ဝင်ဖို့ ငွေ မတောင်းပါ။			
src/content/pack.ts	430	check	app voice (plain Burmese)	ကုမ္ပဏီ အမည်ကို သီးခြား ရှာကြည့်ပါ။			
src/content/pack.ts	430	check	app voice (plain Burmese)	အရမ်း ကောင်းလွန်းရင် သံသယ ဖြစ်ပါ။			
src/content/pack.ts	432	cant	app voice (plain Burmese)	ဒါ တကယ့် အလုပ်လား မသိနိုင်ပါ။ ဒါပေမဲ့ ရှေ့ပြေးစရိတ် တောင်းတာ ဘာကြောင့် အန္တရာယ်ရှိလဲ ပြနိုင်တယ်။	I can't know if the job is real — but I can show why an upfront fee is a red flag.		
src/content/pack.ts	440		app voice (plain Burmese)	သူခိုး	thief		
src/content/pack.ts	441	goalMm	app voice (plain Burmese)	မိသားစုတွေကို ငွေ မြန်မြန် လွှဲပို့ခိုင်းရန်။			
src/content/pack.ts	443		app voice (plain Burmese)	လှုံ့ဆော်သူ	agitator		
src/content/pack.ts	444	goalMm	app voice (plain Burmese)	မစစ်ဆေးဘဲ မျှဝေလောက်အောင် လူတွေကို ဒေါသထွက်စေရန်။			
src/content/pack.ts	446		app voice (plain Burmese)	လှည့်စားသူ	manipulator		
src/content/pack.ts	447	goalMm	app voice (plain Burmese)	ဖြစ်ရပ်တစ်ခုအပေါ် တစ်စုံတစ်ယောက်ရဲ့ ယုံကြည်မှုကို ပြောင်းလဲစေရန်။			
src/content/pack.ts	449		app voice (plain Burmese)	အနိုင်ကျင့်သူ	bully		
src/content/pack.ts	450	goalMm	app voice (plain Burmese)	လူတစ်ဦးကို ဖိအားပေးပြီး တိတ်ဆိတ်နေအောင် လုပ်ရန်။			
src/content/pack.ts	455		app voice (plain Burmese)	၂၄ နာရီ အချိန်ကန့်သတ်ချက်	deadline		
src/content/pack.ts	456		app voice (plain Burmese)	တရားဝင်ပုံပေါက်တဲ့ အမည်	name		
src/content/pack.ts	457		app voice (plain Burmese)	ရင်းနှီးပုံပေါက်တဲ့ လိုဂို	logo		
src/content/pack.ts	458		app voice (plain Burmese)	ဒုက္ခရောက်နေတဲ့ မိသားစု	family		
src/content/pack.ts	459		app voice (plain Burmese)	“အတည်ပြုထား”တဲ့ ကျွမ်းကျင်သူ	expert		
src/content/pack.ts	460		app voice (plain Burmese)	“သက်သေ”အဖြစ် ဖန်သားပြင်ဓာတ်ပုံ	proof		
src/content/deck-lessons.ts	22	title	app voice (plain Burmese)	သတင်းအတု အမျိုးအစား ၃ မျိုး	Three kinds of false information		
src/content/deck-lessons.ts	25	mm	IN-WORLD (keep formal)	ငှက်ပျောသီးက ကင်ဆာကို ကုသပေးတယ်တဲ့။ မိသားစုကို မျှဝေပေးပါ။			
src/content/deck-lessons.ts	29	mm	app voice (plain Burmese)	သတင်းအတု အားလုံး တူညီတဲ့ ရည်ရွယ်ချက်နဲ့ မဟုတ်ပါ။ တစ်ချို့က မသိလိုက်ဘဲ မျှဝေမိတာ၊ တစ်ချို့က တမင် လိမ်ထားတာ၊ တစ်ချို့က အမှန်ကို လူထိခိုက်အောင် သုံးတာပါ။ ရည်ရွယ်ချက်ကို ခွဲခြားနိုင်ရင် တုံ့ပြန်ပုံလည်း ကွဲပါတယ်။			
src/content/deck-lessons.ts	33	mm	app voice (plain Burmese)	မျှဝေခဲ့သူက လိမ်ချင်လို့လား၊ ကူညီချင်လို့လား မေးပါ။			
src/content/deck-lessons.ts	37	mm	IN-WORLD (keep formal)	ရွေးကောက်ပွဲ မတိုင်မီ ပြိုင်ဘက်ကို နှိမ့်ချဖို့ ဖန်တီးထားတဲ့ သတင်း။			
src/content/deck-lessons.ts	42	mm	app voice (plain Burmese)	မှားတာနဲ့ လိမ်တာ မတူဘူး။ ရည်ရွယ်ချက်ကို မေးပါ။			
src/content/deck-lessons.ts	47	front	app voice (plain Burmese)	Misinformation ဆိုတာ ဘာလဲ။	Misinformation — what does it mean?		
src/content/deck-lessons.ts	48	back	app voice (plain Burmese)	မှားနေတဲ့ အချက်အလက်ကို လိမ်ဖို့ ရည်ရွယ်ချက် မပါဘဲ မျှဝေလိုက်ခြင်း။ သိချင်စိတ်၊ စိုးရိမ်စိတ် ဒါမှမဟုတ် ကူညီချင်စိတ်ကြောင့် ဖြစ်တတ်ပါတယ်။	Sharing information that is wrong, with no intent to deceive — usually out of curiosity, worry, or a wish to help.		
src/content/deck-lessons.ts	49	example	app voice (plain Burmese)	ဥပမာ — ငှက်ပျောသီးက ကင်ဆာ ကုသတယ်ဆိုတဲ့ စာကို မစစ်ဘဲ မိသားစုကို ပို့လိုက်ခြင်း။	"Example: forwarding a \""bananas cure cancer\"" post to family without checking it."		
src/content/deck-lessons.ts	52	front	app voice (plain Burmese)	Disinformation ဆိုတာ ဘာလဲ။	Disinformation — what does it mean?		
src/content/deck-lessons.ts	53	back	app voice (plain Burmese)	လူတွေကို လှည့်ဖြားဖို့၊ ထိခိုက်စေဖို့ ဒါမှမဟုတ် အကျိုးအမြတ် ရဖို့ တမင်တကာ ဖန်တီးထားတဲ့ မှားယွင်းတဲ့ အချက်အလက်။	False information created on purpose — to mislead, to cause harm, or to gain something.		
src/content/deck-lessons.ts	54	example	app voice (plain Burmese)	ဥပမာ — ရွေးကောက်ပွဲ မတိုင်မီ ပြိုင်ဘက်ကို နှိမ့်ချဖို့ သတင်းအတု ဖန်တီး ဖြန့်ခြင်း။	Example: inventing and spreading fake stories about a rival before an election.		
src/content/deck-lessons.ts	57	front	app voice (plain Burmese)	Malinformation ဆိုတာ ဘာလဲ။	Malinformation — what does it mean?		
src/content/deck-lessons.ts	58	back	app voice (plain Burmese)	မှန်ကန်တဲ့ အချက်အလက်ကို လူတစ်ဦး ဒါမှမဟုတ် အဖွဲ့အစည်းတစ်ခုကို ထိခိုက်စေဖို့ ရည်ရွယ်ချက်နဲ့ ထုတ်ဖော် မျှဝေခြင်း။	True information deliberately released to harm a person or an organisation.		
